time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
5.428725;-0.1239;3.4135;4.1312;5.360
5.435283;-0.1891;3.3948;4.4336;5.587
5.444676;-0.2836;3.3556;4.6895;5.773
5.445688;-0.3522;3.2693;4.9211;5.919
5.454691;-0.4137;3.1764;5.0595;5.988
5.455693;-0.5061;3.0791;5.1459;6.018
5.458640;-0.5978;3.0158;5.1422;5.991
5.463850;-0.7172;2.9720;5.0819;5.931
5.469398;-0.8088;2.9142;4.9408;5.793
5.473887;-0.9104;2.8451;4.7283;5.593
5.478246;-1.0119;2.7841;4.4532;5.348
5.483421;-1.1438;2.7289;4.1866;5.127
5.488582;-1.3420;2.7229;3.9211;4.959
5.493710;-1.5895;2.7112;3.6966;4.852
5.499047;-1.8914;2.6727;3.5197;4.807
5.503721;-2.1665;2.6291;3.3613;4.786
5.508517;-2.4461;2.5973;3.2280;4.811
5.513322;-2.7282;2.5585;3.1532;4.892
5.518404;-3.0416;2.5581;3.0578;5.015
5.524508;-3.3795;2.5698;2.9897;5.193
5.529138;-3.6851;2.4814;3.0062;5.364
5.533726;-3.9326;2.3240;3.0257;5.479
5.539292;-4.1057;2.1075;3.0295;5.521
5.544295;-4.2478;1.8438;3.0418;5.540
5.552086;-4.3571;1.5974;3.0054;5.529
5.563439;-4.4528;1.3374;2.9421;5.502
5.564139;-4.5232;1.0996;2.8209;5.443
5.564708;-4.5685;0.8768;2.6777;5.367
5.568876;-4.6031;0.6405;2.4978;5.276
5.573998;-4.6292;0.4266;2.3001;5.187
5.579107;-4.7089;0.2543;2.0605;5.146
5.584304;-4.7894;0.1212;1.8623;5.140
5.589972;-4.8611;0.0465;1.7505;5.167
5.594553;-4.8978;-0.0680;1.6651;5.174
5.599823;-4.8683;-0.1959;1.6395;5.141
5.603972;-4.8182;-0.3708;1.6283;5.099
5.608897;-4.7445;-0.5734;1.6367;5.052
5.613883;-4.7332;-0.7992;1.6436;5.074
5.619195;-4.7960;-1.0122;1.5703;5.147
5.624495;-4.8994;-1.1981;1.4890;5.259
5.628927;-4.9956;-1.3329;1.4094;5.359
5.634023;-5.0533;-1.3809;1.2841;5.394
5.639153;-5.0632;-1.3684;1.1206;5.363
5.644676;-5.0392;-1.3506;0.8563;5.287
5.649173;-5.0267;-1.3583;0.5246;5.233
5.653985;-5.0187;-1.3963;0.1967;5.213
5.659276;-5.0199;-1.4620;-0.1045;5.230
5.664560;-5.0595;-1.5339;-0.3318;5.297
5.669280;-5.1115;-1.5902;-0.5456;5.381
5.674641;-5.1716;-1.6407;-0.7222;5.473
5.679659;-5.1972;-1.6926;-0.9098;5.541
5.689138;-5.2560;-1.7220;-1.0655;5.633
5.694714;-5.2863;-1.7553;-1.1942;5.697
5.696557;-5.2934;-1.7998;-1.3103;5.743
5.703370;-5.2394;-1.8363;-1.3923;5.724
5.704176;-5.1363;-1.8697;-1.4762;5.662
5.709701;-4.9844;-1.9288;-1.5523;5.565
5.715052;-4.5222;-2.3582;-1.5790;5.339
5.719666;-4.3612;-2.4132;-1.5152;5.210
5.724110;-4.3746;-2.2954;-1.4905;5.160
5.729649;-4.4648;-2.0384;-1.5292;5.141
5.734254;-4.4838;-1.8197;-1.5024;5.067
5.739398;-4.4559;-1.5985;-1.6091;5.000
5.745722;-4.2396;-1.5207;-1.6099;4.783
5.749272;-3.9663;-1.4739;-1.7060;4.562
5.754622;-3.5827;-1.5345;-1.8186;4.301
5.760014;-3.2033;-1.6714;-1.8212;4.046
5.764492;-2.9637;-1.8343;-1.8817;3.961
5.769598;-2.7268;-1.9730;-1.8517;3.841
5.774607;-2.5498;-2.1210;-1.8224;3.784
5.780009;-2.4279;-2.1947;-1.7723;3.722
5.784866;-2.3584;-2.2206;-1.7638;3.688
5.789597;-2.3705;-2.2322;-1.6966;3.672
5.794758;-2.4330;-2.1891;-1.5781;3.633
5.799576;-2.5270;-2.1749;-1.3412;3.594
5.804922;-2.5826;-2.1324;-1.1608;3.545
5.809994;-2.6241;-2.0686;-0.8472;3.447
5.815939;-2.8093;-2.0028;-0.8262;3.548
5.820322;-2.9901;-1.9037;-0.7235;3.618
5.825053;-3.1715;-1.8480;-0.7160;3.740
5.829743;-3.3159;-1.8522;-0.5350;3.836
5.835072;-3.4786;-1.8851;-0.3841;3.975
5.840088;-3.7053;-1.9133;-0.2558;4.178
5.845127;-3.8864;-1.9461;-0.1977;4.351
5.849717;-3.9700;-2.0027;-0.0515;4.447
5.854974;-4.0474;-2.0735;-0.0276;4.548
5.860148;-4.2292;-2.1055;-0.2812;4.733
5.866016;-4.1520;-2.1731;-0.2350;4.692
5.870134;-4.0362;-2.2927;-0.1383;4.644
5.874925;-3.9244;-2.3999;-0.1472;4.602
5.880030;-3.7714;-2.4947;-0.1784;4.525
5.885131;-3.5362;-2.5555;-0.2466;4.370
5.894331;-3.2210;-2.5944;-0.3140;4.148
5.901531;-2.8873;-2.6281;-0.3593;3.921
5.902797;-2.5515;-2.6927;-0.3516;3.726
5.912481;-2.2751;-2.7881;-0.4728;3.629
5.915210;-2.0432;-2.8401;-0.6442;3.557
5.916477;-1.7550;-2.9253;-0.6190;3.467
5.919633;-1.4963;-2.9936;-0.6156;3.403
5.925644;-1.3000;-3.0761;-0.6532;3.403
5.930399;-1.1492;-3.1704;-0.6696;3.438
5.935083;-0.9498;-3.2934;-0.5671;3.474
5.940141;-0.8499;-3.4116;-0.7691;3.599
5.945236;-0.7796;-3.5012;-0.8569;3.688
5.952116;-0.7243;-3.5742;-0.8113;3.736
5.957846;-0.7530;-3.6284;-0.7210;3.775
5.959855;-0.9158;-3.6805;-0.6507;3.848
5.968719;-1.1601;-3.7185;-0.5573;3.935
5.970137;-1.4093;-3.7378;-0.4409;4.019
5.975664;-1.6468;-3.7525;-0.2818;4.108
5.980074;-1.8679;-3.7722;-0.1516;4.212
5.985200;-2.1113;-3.8160;-0.0620;4.362
5.990556;-2.3966;-3.8430;0.0661;4.530
5.995676;-2.7195;-3.8484;0.2519;4.719
6.001285;-2.9896;-3.8486;0.4410;4.893
6.005100;-3.1741;-3.8554;0.5978;5.030
6.010487;-3.2760;-3.8879;0.7156;5.134
6.015724;-3.2714;-3.9460;0.8473;5.195
6.020551;-3.1746;-4.0032;0.9020;5.188
6.025865;-3.0140;-4.0453;0.8607;5.118
6.030922;-2.8465;-4.0916;0.7280;5.037
6.035760;-2.7197;-4.1256;0.5893;4.976
6.040714;-2.6594;-4.1520;0.4538;4.952
6.045682;-2.6390;-4.1688;0.3325;4.945
6.050903;-2.6557;-4.1567;0.2679;4.940
6.055882;-2.6687;-4.1184;0.2282;4.913
6.060809;-2.7252;-4.0372;0.2541;4.878
6.066232;-2.8133;-3.9084;0.3168;4.826
6.070280;-2.8894;-3.7175;0.3829;4.724
6.075298;-2.9631;-3.4840;0.4840;4.599
6.080234;-3.0890;-3.2077;0.6009;4.494
6.085591;-3.2315;-2.9031;0.7122;4.402
6.090316;-3.3790;-2.6226;0.8132;4.354
6.095539;-3.4934;-2.3566;0.8916;4.307
6.102151;-3.6088;-2.1166;0.9497;4.290
6.108037;-3.7064;-1.8498;1.0543;4.274
6.110781;-3.7652;-1.5680;1.2456;4.265
6.121208;-3.7545;-1.2350;1.4877;4.223
6.122438;-3.6533;-0.8889;1.8093;4.173
6.125561;-3.5024;-0.6086;2.1820;4.171
6.133767;-3.3256;-0.3651;2.6401;4.262
6.135675;-3.1636;-0.1561;3.1437;4.463
6.140814;-3.0641;0.0424;3.6916;4.798
6.145397;-3.0439;0.2734;4.1987;5.193
6.150737;-3.0866;0.5489;4.5747;5.546
6.155892;-3.1880;0.9289;4.8583;5.885
6.161195;-3.1909;1.4110;5.1361;6.209
6.165547;-2.9699;1.9022;5.3631;6.419
6.170885;-2.5304;2.2901;5.5397;6.507
6.175783;-1.8755;2.5319;5.6638;6.481
6.180664;-1.0698;2.6850;5.7714;6.455
6.185809;-0.1681;2.7853;5.9268;6.551
6.190719;0.7533;2.8877;6.1306;6.818
6.196214;1.6546;2.9559;6.3639;7.209
6.201828;2.4836;2.9488;6.6658;7.700
6.206237;3.2557;2.8755;6.9721;8.215
6.211711;3.9218;2.7976;7.2569;8.710
6.219337;4.4402;2.7669;7.5637;9.197
6.220936;4.8507;2.7992;7.8234;9.621
6.226054;5.1421;2.8867;8.0460;9.976
6.234002;5.3224;3.0406;8.1886;10.229
6.236576;5.4632;3.2320;8.1749;10.350
6.241315;5.6240;3.4105;8.0814;10.420
6.246405;5.8617;3.5573;7.9007;10.461
6.251620;6.2256;3.6226;7.6014;10.472
6.256101;6.6912;3.5804;7.2332;10.484
6.261152;7.2057;3.4956;6.8434;10.534
6.265923;7.7158;3.3904;6.5246;10.658
6.271080;8.2069;3.2793;6.2645;10.833
6.275967;8.7028;3.1575;6.1036;11.089
6.283389;9.1698;2.9916;6.0491;11.385
6.286047;9.5962;2.7790;6.0413;11.675
6.291246;9.9610;2.5075;6.0543;11.923
6.296530;10.2529;2.2029;6.1673;12.166
6.301287;10.4338;1.8816;6.2951;12.330
6.306323;10.5590;1.5647;6.3519;12.421
6.311101;10.6124;1.2855;6.3309;12.424
6.318399;10.6418;1.0536;6.2371;12.380
6.321327;10.6739;0.8159;5.9485;12.247
6.326274;10.6642;0.6035;5.6320;12.075
6.335277;10.6081;0.4356;5.2322;11.836
6.340040;10.5347;0.2644;4.7912;11.576
6.341384;10.4682;0.0327;4.3465;11.335
6.346442;10.4111;-0.2520;3.9525;11.139
6.351721;10.3465;-0.5919;3.5993;10.971
6.356189;10.2529;-0.9459;3.2910;10.810
6.363536;10.1109;-1.2684;3.0087;10.625
6.366656;9.9033;-1.5449;2.7693;10.399
6.371435;9.6588;-1.7703;2.5201;10.138
6.376394;9.3912;-1.9683;2.2801;9.862
6.382808;9.1481;-2.1530;2.0419;9.617
6.386775;8.9822;-2.3673;1.8051;9.463
6.391621;8.8578;-2.6017;1.6197;9.373
6.396597;8.7274;-2.8489;1.4494;9.294
6.402188;8.5723;-3.1020;1.2724;9.205
6.411585;8.4000;-3.3395;1.1409;9.111
6.412786;8.2181;-3.5852;1.0114;9.023
6.416874;8.0555;-3.8585;0.9102;8.978
6.421803;7.8622;-4.1305;0.8085;8.918
6.426957;7.6408;-4.4036;0.7060;8.847
6.434957;7.3794;-4.6777;0.6100;8.758
6.437536;7.0947;-4.9431;0.5299;8.663
6.442148;6.7531;-5.2044;0.4322;8.537
6.446888;6.3783;-5.4494;0.3383;8.396
6.451793;5.9890;-5.6634;0.2532;8.247
6.456754;5.6041;-5.8725;0.1290;8.118
6.462209;5.2205;-6.0332;0.0065;7.978
6.467434;4.8524;-6.1934;-0.1457;7.869
6.471800;4.5160;-6.3766;-0.2917;7.819
6.476662;4.2013;-6.5204;-0.4078;7.767
6.482039;3.9008;-6.6964;-0.5180;7.767
6.486814;3.5827;-6.8445;-0.6105;7.750
6.492187;3.2156;-6.9813;-0.6756;7.716
6.496633;2.7867;-7.1376;-0.7879;7.703
6.501756;2.3622;-7.2749;-0.8686;7.698
6.506683;1.9918;-7.3860;-0.8917;7.702
6.512276;1.6822;-7.4611;-0.9526;7.708
6.516797;1.3901;-7.5221;-1.0513;7.721
6.522084;1.0741;-7.5495;-1.1572;7.713
6.527157;0.7292;-7.5628;-1.2176;7.695
6.535717;0.3838;-7.5570;-1.3332;7.683
6.538276;0.0804;-7.5419;-1.4922;7.688
6.542615;-0.1597;-7.5341;-1.7166;7.729
6.550324;-0.3632;-7.4956;-1.9637;7.757
6.552437;-0.5185;-7.3929;-2.2390;7.742
6.557058;-0.5730;-7.2788;-2.5430;7.732
6.562161;-0.4812;-7.1320;-2.8071;7.680
6.566912;-0.2501;-6.9863;-2.9988;7.607
6.572364;0.0925;-6.8418;-3.1715;7.542
6.577639;0.4708;-6.6726;-3.2660;7.444
6.582459;0.8599;-6.4430;-3.2256;7.256
6.587270;1.2419;-6.0936;-3.0886;6.944
6.592687;1.5319;-5.6700;-2.9055;6.553
6.597843;1.7548;-5.2037;-2.6567;6.100
6.602092;1.8467;-4.7256;-2.2322;5.543
6.607187;1.8537;-4.2166;-1.6700;4.899
6.612176;1.7710;-3.6381;-0.9766;4.162
6.617076;1.6080;-2.9758;-0.1679;3.387
6.622088;1.3256;-2.2056;0.7647;2.684
6.627458;1.0088;-1.4542;1.7872;2.515
6.632338;0.6158;-0.7382;2.8489;3.007
6.637115;0.1378;-0.0504;4.0040;4.007
6.642110;-0.4238;0.6355;5.1395;5.196
6.647571;-1.0681;1.3073;6.2424;6.467
6.652716;-1.7581;1.9600;7.2835;7.745
6.657175;-2.4803;2.6411;8.1189;8.891
6.662452;-3.1945;3.3143;8.7215;9.862
6.675791;-3.8867;3.9216;9.0998;10.644
6.676804;-4.5522;4.4678;9.2879;11.267
6.677301;-5.1377;4.9095;9.2885;11.695
6.691418;-5.5901;5.1798;9.0823;11.856
6.692668;-5.8555;5.2859;8.6161;11.682
6.693133;-5.9780;5.3383;7.9678;11.301
6.697550;-5.9822;5.3561;7.2510;10.819
6.703040;-5.9689;5.3635;6.5430;10.354
6.707571;-5.9941;5.3201;5.9571;9.986
6.713337;-6.0872;5.1924;5.4104;9.659
6.717793;-6.2685;5.0214;4.9355;9.427
6.722959;-6.5850;4.8456;4.5984;9.380
6.728127;-7.0548;4.6602;4.3722;9.519
6.734180;-7.6849;4.4822;4.1900;9.834
6.738006;-8.4464;4.3066;4.0712;10.318
6.743094;-9.3474;4.1265;3.9994;10.973
6.747839;-10.3533;3.9468;3.9011;11.747
6.753624;-11.3484;3.7771;3.7268;12.528
6.758104;-12.2918;3.5768;3.4990;13.271
6.763297;-13.2144;3.3817;3.1991;14.010
6.769921;-14.1066;3.1394;2.8080;14.722
6.775314;-14.8657;2.8523;2.3760;15.322
6.777848;-15.4511;2.5394;1.8764;15.770
6.788375;-15.8600;2.2176;1.2944;16.067
6.789560;-16.1224;1.8749;0.6486;16.244
6.793031;-16.1941;1.5137;-0.0041;16.265
6.799106;-16.1096;1.1244;-0.6625;16.162
6.802957;-15.8980;0.7215;-1.2315;15.962
6.808544;-15.5212;0.2548;-1.7769;15.625
6.813686;-14.9403;-0.3376;-2.1634;15.100
6.818293;-14.2907;-0.8783;-2.5089;14.536
6.823598;-13.5598;-1.3530;-2.8883;13.930
6.828552;-12.7438;-1.8428;-3.1108;13.247
6.833183;-11.9250;-2.3309;-3.3061;12.592
6.838324;-11.1328;-2.8195;-3.4222;11.983
6.843271;-10.3968;-3.2656;-3.4284;11.424
6.849341;-9.7538;-3.6619;-3.3490;10.944
6.853565;-9.2219;-4.0636;-3.2536;10.590
6.858395;-8.7860;-4.4467;-3.1398;10.336
6.863540;-8.4265;-4.8160;-3.0098;10.162
6.868303;-8.0950;-5.1237;-2.8855;10.005
6.873427;-7.8148;-5.3700;-2.7546;9.874
6.878333;-7.5665;-5.5621;-2.5647;9.735
6.885829;-7.3546;-5.7049;-2.3923;9.610
6.888886;-7.1644;-5.8535;-2.2233;9.515
6.893538;-7.0145;-5.9983;-1.9692;9.437
6.907364;-6.8854;-6.1395;-1.7111;9.383
6.909129;-6.7795;-6.2723;-1.4947;9.356
6.909618;-6.6895;-6.4302;-1.2383;9.361
6.913369;-6.5797;-6.5819;-1.0111;9.361
6.918660;-6.4715;-6.7801;-0.8750;9.414
6.923706;-6.3389;-6.9506;-0.7296;9.435
6.928881;-6.1529;-7.0574;-0.6090;9.383
6.933772;-5.9084;-7.0625;-0.5040;9.222
6.938442;-5.6433;-6.9922;-0.4247;8.995
6.943467;-5.3784;-6.8756;-0.2808;8.734
6.949186;-5.1514;-6.7558;-0.0821;8.496
6.954016;-4.9903;-6.6472;0.1807;8.314
6.958674;-4.8680;-6.5166;0.5432;8.152
6.963557;-4.7796;-6.3542;0.9527;8.008
6.968625;-4.6962;-6.1409;1.3951;7.856
6.974002;-4.5796;-5.8551;1.8758;7.666
6.978551;-4.3819;-5.4515;2.3333;7.373
6.986093;-4.0745;-4.9922;2.7393;7.002
6.995184;-3.6173;-4.4221;3.2137;6.555
6.995841;-3.0253;-3.7483;3.7596;6.110
7.005183;-2.3447;-3.0208;4.2368;5.707
7.006206;-1.6173;-2.2347;4.6725;5.426
7.008781;-0.8280;-1.4204;5.1440;5.400
7.013550;0.1220;-0.5512;5.7238;5.752
7.018542;1.3052;0.3279;6.3748;6.515
7.023805;2.6752;1.1762;7.0940;7.672
7.029076;4.1285;1.9744;7.8973;9.127
7.034064;5.6036;2.7340;8.7092;10.711
7.038725;7.1272;3.5166;9.6358;12.490
7.044096;8.7123;4.2518;10.7505;14.476
7.049168;10.2905;4.8472;11.8424;16.421
7.053741;11.7503;5.3447;12.8321;18.202
7.058744;13.2086;5.7104;13.2926;19.590
7.063886;14.5859;5.8972;13.5146;20.741
7.068990;15.9106;5.9229;13.7979;21.877
7.074134;17.0621;5.8771;13.9543;22.812
7.078827;17.9152;5.7799;13.9345;23.421
7.103927;18.4827;5.5658;13.7152;23.679
7.105535;18.8947;5.2130;13.1836;23.622
7.106321;19.1999;4.5754;12.9235;23.592
7.107063;19.3413;3.7917;12.4394;23.307
7.107876;19.3466;3.0389;11.7454;22.836
7.109104;19.0512;2.5780;10.7639;22.033
7.114277;18.5212;2.3144;9.6739;21.023
7.119286;17.7840;1.8836;8.5147;19.807
7.124525;17.0209;1.2325;7.3920;18.598
7.129146;16.2572;0.3698;6.4336;17.488
7.134275;15.4730;-0.5525;5.6267;16.474
7.138937;14.6151;-1.5261;4.8965;15.489
7.144366;13.6874;-2.5288;4.2068;14.541
7.149393;12.7877;-3.5524;3.4828;13.721
7.154126;11.9127;-4.5793;2.7619;13.058
7.159591;11.1101;-5.5732;2.0745;12.602
7.164336;10.3534;-6.4810;1.3437;12.288
7.169160;9.5730;-7.3048;0.5231;12.053
7.174742;8.7596;-8.0255;-0.4173;11.887
7.179385;7.9109;-8.6332;-1.3114;11.783
7.184229;6.9288;-9.0799;-2.2205;11.635
7.189624;5.9086;-9.3105;-3.0721;11.447
7.194939;4.9117;-9.4780;-3.9107;11.369
7.202621;4.0003;-9.6902;-4.9129;11.577
7.212048;3.2074;-9.8512;-5.7698;11.859
7.213199;2.5230;-10.0403;-6.4596;12.202
7.215447;1.8920;-10.1980;-7.0556;12.544
7.221374;1.2687;-10.2887;-7.4830;12.785
7.224582;0.7243;-10.3893;-7.8530;13.043
7.229537;0.2463;-10.4568;-8.0043;13.171
7.234973;-0.1489;-10.5561;-8.0451;13.273
7.239072;-0.5383;-10.5916;-7.8416;13.190
7.244823;-0.9390;-10.6304;-7.5469;13.071
7.249559;-1.3418;-10.6437;-7.0603;12.843
7.254863;-1.7328;-10.6338;-6.3333;12.498
7.259248;-1.9738;-10.5549;-5.4099;12.024
7.265484;-2.0365;-10.3401;-4.3771;11.412
7.270094;-1.9018;-10.0111;-3.3935;10.740
7.275583;-1.6698;-9.5632;-2.4715;10.018
7.280112;-1.4070;-9.0735;-1.6067;9.321
7.284644;-1.1007;-8.5325;-0.7525;8.636
7.289440;-0.6931;-7.8975;0.0513;7.928
7.294577;-0.2096;-7.2023;0.8296;7.253
7.302276;0.3628;-6.3637;1.5763;6.566
7.304833;0.9655;-5.3824;2.2381;5.909
7.309909;1.5020;-4.2808;2.7875;5.325
7.315387;1.9091;-3.1266;3.2468;4.895
7.319858;2.1136;-1.9584;3.6977;4.688
7.324776;2.0588;-0.7692;4.1572;4.702
7.329541;1.8447;0.4030;4.6278;4.998
7.335109;1.4876;1.5441;5.1411;5.570
7.339517;1.0101;2.6283;5.7094;6.366
7.345367;0.4156;3.6368;6.2546;7.247
7.349653;-0.3141;4.5678;6.8179;8.213
7.355369;-1.0729;5.4167;7.3929;9.228
7.360216;-1.8169;6.1696;8.0142;10.276
7.365837;-2.4515;6.8262;8.5707;11.228
7.370128;-3.0040;7.3626;9.0311;12.033
7.375385;-3.5106;7.7973;9.2871;12.624
7.380458;-4.0360;8.1638;9.3279;13.036
7.385209;-4.4793;8.3923;9.1565;13.204
7.390210;-4.8327;8.4947;8.8230;13.167
7.395390;-5.1169;8.4496;8.2959;12.900
7.399761;-5.4715;8.3312;7.6248;12.549
7.405086;-5.9646;8.1491;6.8996;12.231
7.410363;-6.6092;7.8268;6.2150;11.982
7.419309;-7.3851;7.3744;5.4858;11.790
7.420584;-8.2870;6.8809;4.7948;11.790
7.425421;-9.2740;6.3560;4.1053;11.969
7.430118;-10.3079;5.8337;3.3948;12.321
7.438897;-11.3988;5.3168;2.6557;12.855
7.440436;-12.5094;4.8679;1.8847;13.555
7.445868;-13.5985;4.4516;1.0596;14.348
7.449919;-14.6800;4.0493;0.2416;15.230
7.455552;-15.6203;3.6233;-0.5631;16.045
7.460704;-16.4048;3.1476;-1.3148;16.756
7.465605;-16.9954;2.6324;-2.0503;17.320
7.470431;-17.4468;2.0635;-2.7395;17.781
7.475733;-17.6912;1.4125;-3.3309;18.057
7.480526;-17.7515;0.6439;-3.8541;18.176
7.485410;-17.7002;-0.1082;-4.3700;18.232
7.490640;-17.5712;-0.8795;-4.7863;18.233
7.495663;-17.3525;-1.5862;-5.1327;18.165
7.500381;-16.9911;-2.2689;-5.3935;17.970
7.505440;-16.3903;-2.8677;-5.5362;17.536
7.510752;-15.5897;-3.3755;-5.5451;16.887
7.515628;-14.6283;-3.8714;-5.3803;16.060
7.520320;-13.5280;-4.2864;-5.0201;15.053
7.525728;-12.2985;-4.6589;-4.5744;13.924
7.530353;-11.0140;-5.0015;-4.0715;12.763
7.535803;-9.7775;-5.3624;-3.5276;11.696
7.540701;-8.5841;-5.6968;-2.9379;10.713
7.545649;-7.4411;-5.9430;-2.2713;9.790
7.554686;-6.3322;-6.0206;-1.5753;8.878
7.556155;-5.3199;-5.9830;-0.8543;8.052
7.560528;-4.4176;-5.8430;-0.1296;7.326
7.565644;-3.5549;-5.6155;0.6644;6.679
7.570735;-2.7537;-5.3366;1.4666;6.182
7.575818;-1.9261;-5.0567;2.2546;5.862
7.580399;-1.0396;-4.8020;2.9892;5.751
7.586136;-0.0402;-4.5270;3.6006;5.784
7.591763;1.0714;-4.2174;4.0589;5.951
7.595817;2.3112;-3.8063;4.3938;6.256
7.600330;3.6835;-3.2315;4.6416;6.749
7.605419;5.0920;-2.6131;4.8865;7.526
7.610911;6.4568;-2.0153;5.2530;8.564
7.615808;7.8229;-1.3665;5.7061;9.779
7.621261;9.2350;-0.7002;6.1705;11.129
7.626105;10.6042;-0.1100;6.6835;12.535
7.631316;11.8847;0.2652;7.1316;13.863
7.635756;13.0933;0.4778;7.5780;15.136
7.640760;14.2423;0.6019;7.9713;16.332
7.645387;15.2965;0.6942;8.2958;17.415
7.652715;16.3212;0.6918;8.5190;18.424
7.658385;17.2912;0.6228;8.4834;19.270
7.661405;18.2172;0.4677;8.2678;20.011
7.671717;19.0692;0.2259;7.9296;20.653
7.672972;19.7954;-0.0788;7.3801;21.127
7.676117;20.3585;-0.5184;6.6855;21.434
7.681032;20.7451;-1.0185;5.9668;21.610
7.685766;20.9941;-1.5599;5.2659;21.701
7.691689;20.9508;-2.0754;4.5051;21.530
7.696167;20.6514;-2.5288;3.7767;21.146
7.700725;20.1558;-2.9411;3.1248;20.608
7.705804;19.4896;-3.3233;2.5385;19.933
7.711390;18.8080;-3.7180;2.0239;19.279
7.716195;18.0821;-4.1102;1.5822;18.611
7.721030;17.3594;-4.4876;1.1882;17.969
7.726408;16.6353;-4.8188;0.9056;17.343
7.731014;15.8257;-5.1058;0.6854;16.643
7.736094;14.9258;-5.3413;0.5172;15.861
7.740928;14.0001;-5.5011;0.4815;15.050
7.746356;13.0556;-5.5874;0.4490;14.208
7.752660;12.0872;-5.6718;0.4552;13.359
7.758441;11.0872;-5.7181;0.5190;12.486
7.761386;10.0555;-5.7188;0.6236;11.585
7.771206;8.9796;-5.6619;0.7380;10.641
7.772247;7.9069;-5.5971;0.8717;9.727
7.776047;6.8011;-5.4430;0.9459;8.762
7.782060;5.6329;-5.1538;1.1256;7.717
7.786341;4.5021;-4.8562;1.4138;6.771
7.791726;3.3650;-4.6361;1.7152;5.980
7.796429;2.1997;-4.4789;1.9945;5.374
7.801374;1.0226;-4.3724;2.2716;5.032
7.806328;-0.1545;-4.2974;2.5683;5.009
7.811580;-1.3152;-4.3469;2.7344;5.301
7.816636;-2.5313;-4.4682;2.8368;5.867
7.821411;-3.8073;-4.6350;2.9567;6.687
7.826637;-5.2507;-4.6868;3.0895;7.686
7.832069;-6.9261;-4.6308;3.2477;8.942
7.836492;-8.7386;-4.5126;3.3598;10.393
7.841496;-10.6028;-4.3582;3.4308;11.966
7.846227;-12.4553;-4.1773;3.3845;13.566
7.851215;-14.3066;-3.9625;3.3125;15.210
7.856424;-16.1507;-3.6734;3.2058;16.871
7.861655;-17.9223;-3.4010;2.9916;18.486
7.869248;-19.5991;-3.1286;2.7063;20.031
7.874677;-21.1899;-2.8946;2.3359;21.514
7.876919;-22.6369;-2.7161;1.8635;22.875
7.887469;-23.9062;-2.5811;1.3005;24.080
7.888720;-25.0185;-2.5380;0.7512;25.158
7.891594;-26.0330;-2.5223;0.1662;26.155
7.896814;-26.8024;-2.5272;-0.2711;26.923
7.901845;-27.4092;-2.3759;-0.8491;27.525
7.906661;-27.6557;-2.2603;-1.3247;27.779
7.911689;-27.5590;-2.2476;-1.5695;27.695
7.917140;-27.3418;-2.1510;-1.8809;27.491
7.921682;-26.7621;-2.1357;-2.0076;26.922
7.926919;-25.8888;-2.2231;-1.9667;26.058
7.932298;-24.7901;-2.3698;-1.7319;24.963
7.936698;-23.6133;-2.5825;-1.3411;23.792
7.942324;-22.3906;-2.8250;-0.9063;22.586
7.946840;-21.0518;-3.0659;-0.5178;21.280
7.951798;-19.5673;-3.2951;-0.2663;19.845
7.957197;-17.9788;-3.4862;-0.0847;18.314
7.962276;-16.3617;-3.6293;0.1035;16.760
7.969059;-14.7550;-3.6548;0.2192;15.203
7.978663;-13.1190;-3.5652;0.2597;13.597
7.979555;-11.4672;-3.4561;0.3132;11.981
7.987933;-9.8630;-3.3442;0.4150;10.423
7.989069;-8.3153;-3.2508;0.5670;8.946
7.992118;-6.8120;-3.1544;0.7474;7.544
7.997185;-5.3005;-3.0832;1.0489;6.221
8.002179;-3.7049;-3.0513;1.4549;5.015
8.007154;-2.0396;-3.0224;2.0094;4.163
8.011942;-0.3195;-2.9794;2.4711;3.884
8.017212;1.5340;-2.9841;2.9034;4.437
8.022007;3.5375;-2.9548;3.2404;5.634
8.027208;5.7362;-2.9606;3.5051;7.345
8.032129;8.1524;-3.0015;3.7203;9.450
8.036787;10.7130;-3.0778;3.8754;11.801
8.042310;13.3388;-3.1327;4.0246;14.281
8.046741;15.9461;-3.1674;4.1385;16.776
8.052249;18.3940;-3.2337;4.0939;19.120
8.057392;20.7188;-3.3309;3.9826;21.359
8.062484;22.8777;-3.4369;3.8238;23.448
8.068024;24.8450;-3.5060;3.6149;25.350
8.074718;26.5277;-3.4688;3.3217;26.959
8.078738;27.5394;-2.6615;2.7393;27.803
8.086067;28.9209;-3.1302;2.7906;29.223
8.087247;29.8777;-3.4475;2.4931;30.179
8.092041;30.5717;-3.8111;2.2210;30.888
8.097008;31.0574;-4.3397;2.1729;31.434
8.102066;30.9217;-4.6227;1.9134;31.324
8.107477;30.1868;-4.7366;1.5035;30.593
8.112410;28.9695;-4.7023;1.0567;29.368
8.118276;27.4698;-4.5854;0.7243;27.859
8.122215;25.8464;-4.5658;0.7180;26.256
8.127307;24.0546;-4.5986;1.0195;24.511
8.132318;22.1401;-4.7223;1.4048;22.682
8.137128;20.0284;-4.8845;1.9399;20.706
8.142139;17.8125;-5.0110;2.5590;18.680
8.147026;15.5299;-5.0687;3.1604;16.639
8.152320;13.2569;-5.0034;3.7040;14.646
